NAME_CONTRACT_TYPE,sex,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,REGION_RATING_CLIENT,HOUR_APPR_PROCESS_START,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,NEW_DAYS_EMPLOYED_PERC,NEW_INCOME_CREDIT_PERC,NEW_INCOME_PER_PERSON,NEW_ANNUITY_INCOME_PERC,NEW_PAYMENT_RATE,NEW_LOAN_VALUE_RATIO,NEW_INCOME_PER_PERSON_PERC_AMT_ANNUITY,NEW_INCOME_PER_PERSON_PERC_PAYMENT_RATE_INCOME_PER_PERSON,NEW_FLAG_CREDIT_MORE_THAN_GOODSPRICE,NEW_AGE_RANGE,NEW_WORKING_YEAR_RANGE,NEW_TOTAL_CONTACT_INFORMATION,NEW_YEAR_LAST_PHONE_CHANGE,NEW_MISS_DOCUMENTS_20,NEW_FLAG_MISS_DOCUMENTS,NEW_AMT_REQ_CREDIT_BUREAU_YEAR,Probability
1,1,1,0,0,315000.0,661702.5,48280.5,598500.0,0.035792,-9088,-2026.0,-3750.0,-1762,7.0,2,16,0,0,0,0.2372235183374602,0.5501716444958964,0.3490552510751822,5.0,0.0,0.222931338028169,0.4760447482063314,315000.0,0.15327142857142856,0.07296405862151042,1.1056015037593985,6.524373194146706,4317194.05349986,1.0,1,3,3,3,1,1,4.0,1
1,0,1,0,0,135000.0,508495.5,26091.0,454500.0,0.006305,-10581,-405.0,-2953.0,-3269,22.0,3,12,0,1,1,0.2678456635583978,0.2504827212832373,0.4902575124990026,2.0,0.0,0.03827615537283811,0.2654890751245586,67500.0,0.19326666666666667,0.0513101885857397,1.1188019801980198,2.5870989996550535,1315528.1993790963,1.0,2,1,4,3,1,1,3.0,1
1,1,1,1,0,450000.0,539100.0,29376.0,450000.0,0.00823,-13274,-2041.0,-4436.0,-4867,3.0,2,13,1,1,0,0.2090498374051232,0.711347182362802,0.2405414172860865,1.0,1.0,0.1537592285671237,0.8347245409015025,225000.0,0.06528,0.054490818030050084,1.198,7.659313725490196,4129136.029411765,1.0,2,3,3,6,1,1,2.0,1
1,0,1,1,0,126000.0,450000.0,30204.0,450000.0,0.028663,-11410,-688.0,-280.0,-1694,65.0,2,8,0,0,0,0.2760569761824905,0.4823729863556924,0.0710551246687366,2.0,0.0,0.060297984224364595,0.28,63000.0,0.2397142857142857,0.06712,1.0,2.0858164481525625,938617.4016686531,0.0,2,1,3,4,1,1,2.0,1
1,1,1,0,1,117000.0,225000.0,26703.0,225000.0,0.026392,-13183,-808.0,-4689.0,-4716,7.0,2,19,0,0,0,0.4391563057424766,0.3123559544903636,0.2622489709189549,0.0,0.0,0.061291056663885304,0.52,39000.0,0.22823076923076924,0.11868,1.0,1.4605100550499943,328614.76238624874,0.0,2,1,4,5,1,1,7.0,1
1,1,1,1,0,180000.0,52128.0,6025.5,45000.0,0.008575,-9939,-386.0,-4810.0,-2609,13.0,2,17,0,1,1,0.3294552084651713,0.062061847658485,0.1253078784282391,0.0,0.0,0.03883690512123956,3.453038674033149,90000.0,0.033475,0.11559046961325967,1.1584,14.936519790888722,778610.9036594473,1.0,2,1,3,1,1,1,6.0,1
1,1,1,1,0,112500.0,188685.0,11529.0,157500.0,0.018801,-12733,-3185.0,-860.0,-4337,25.0,2,7,0,0,0,0.3873158352228268,0.4578756724238337,0.0414716966252567,1.0,1.0,0.25013743815283124,0.5962318149296446,56250.0,0.10248,0.061101836393989986,1.198,4.8790007806401245,920594.262295082,1.0,2,3,4,6,1,1,2.0,1
1,0,1,1,1,103500.0,1467612.0,59904.0,1350000.0,0.020246,-16624,-6050.0,-3757.0,-184,10.0,3,7,0,0,0,0.7092530117879833,0.5102290177776901,0.2250868621163805,2.0,0.0,0.36393166506256014,0.07052272671523536,34500.0,0.5787826086956521,0.040817327740574484,1.08712,0.5759214743589743,845229.2668269231,1.0,3,4,3,2,1,1,0.0,1
1,1,1,0,2,171000.0,675000.0,32472.0,675000.0,0.007305,-13193,-162.0,-4856.0,-4950,14.0,3,10,0,0,0,0.2143245755991879,0.3289733924788254,0.622922000268356,0.0,0.0,0.012279238990373684,0.25333333333333335,42750.0,0.18989473684210526,0.048106666666666666,1.0,1.3165188470066518,888650.2217294901,0.0,2,1,4,2,1,1,1.0,1
1,1,1,1,0,337500.0,319981.5,17487.0,243000.0,0.025164,-16100,-781.0,-4375.0,-4391,11.0,2,8,0,1,1,0.3290706258940019,0.5334420840330752,0.2636468134452008,1.0,0.0,0.048509316770186335,1.054748477646364,168750.0,0.051813333333333336,0.05465003445511694,1.3167962962962962,9.650025733401955,3087829.709212558,1.0,3,1,3,6,1,1,5.0,1
1,1,1,1,1,112500.0,448056.0,17019.0,315000.0,0.00733,-11425,-2705.0,-5368.0,-3968,5.0,2,15,0,0,0,0.1503180526395941,0.0761220080946125,0.3296550543128238,4.0,0.0,0.23676148796498905,0.25108468584284105,37500.0,0.15128,0.037984091274305,1.4224,2.203419707385863,987255.4204124801,1.0,2,3,3,4,1,1,5.0,1
1,1,1,1,0,90000.0,213948.0,23040.0,189000.0,0.01885,-11849,-410.0,-5488.0,-4067,16.0,2,14,0,0,0,0.1900444062047331,0.5888954859614988,0.6380435278721609,0.0,0.0,0.03460207612456748,0.42066296483257615,45000.0,0.256,0.10768971899713949,1.132,1.953125,417867.1875,1.0,2,1,3,2,1,1,2.0,1
1,0,1,0,1,135000.0,1078200.0,34911.0,900000.0,0.020246,-18448,-2309.0,-11353.0,-2007,3.0,3,9,0,0,0,0.6146950212355947,0.4083633210765421,0.3996756156233169,1.0,0.0,0.1251626192541197,0.12520868113522537,45000.0,0.2586,0.032378964941569284,1.198,1.288992008249549,1389791.1832946634,1.0,4,3,3,2,1,1,3.0,1
1,0,1,1,0,117000.0,269550.0,14751.0,225000.0,0.018634,-10057,-168.0,-2675.0,-1526,18.0,2,14,0,0,0,0.3283684269627251,0.2511278280753565,0.3201633668633456,0.0,0.0,0.01670478273839117,0.4340567612687813,117000.0,0.1260769230769231,0.05472454090150251,1.198,7.9316656497864555,2137980.475899939,1.0,2,1,3,0,1,1,0.0,1
1,0,1,0,1,184500.0,854896.5,43780.5,702000.0,0.010032,-13856,-1641.0,-7190.0,-3797,29.0,2,7,0,0,0,0.5083465430313572,0.4214267118943418,0.1342654235549427,1.0,0.0,0.11843244803695151,0.21581559873037262,61500.0,0.23729268292682926,0.05121146244019013,1.217801282051282,1.4047349847534862,1200903.0218933087,1.0,2,2,3,6,1,1,5.0,1
1,0,1,1,3,135000.0,414792.0,21847.5,315000.0,0.030755,-11339,-487.0,-4013.0,-2822,12.0,2,9,0,0,0,0.4512447956736929,0.0501653379878113,0.0482589834678486,2.0,0.0,0.042949113678454894,0.3254643291095296,27000.0,0.16183333333333333,0.052670977260892204,1.3168,1.235839340885685,512616.271884655,1.0,2,1,3,6,1,1,2.0,1
1,1,1,0,1,135000.0,545040.0,25537.5,450000.0,0.018209,-11409,-496.0,-128.0,-3337,12.0,3,6,0,1,1,0.1644338133221743,0.4985367596923527,0.4686596550493113,5.0,0.0,0.043474449995617497,0.2476882430647292,45000.0,0.18916666666666668,0.04685435931307794,1.2112,1.7621145374449338,960422.9074889868,1.0,2,1,4,2,1,1,0.0,1
1,0,1,0,2,67500.0,381528.0,18684.0,315000.0,0.008068,-10776,-465.0,-1639.0,-3344,14.0,3,15,0,0,0,0.4728744986028744,0.1839569646669868,0.3589512285783967,0.0,0.0,0.04315144766146993,0.1769201736176637,16875.0,0.2768,0.04897150405736932,1.2112,0.903179190751445,344588.15028901736,1.0,2,1,3,4,1,1,3.0,1
1,0,1,1,1,202500.0,312768.0,21285.0,270000.0,0.010006,-11373,-196.0,-4174.0,-772,7.0,2,9,0,0,0,0.2200760278062376,0.4969732603473035,0.2055981385493208,2.0,0.0,0.017233799349336148,0.6474447513812155,101250.0,0.10511111111111111,0.06805363720073665,1.1584,4.7568710359408035,1487797.040169133,1.0,2,1,3,1,1,1,0.0,1
1,1,1,1,1,180000.0,429763.5,33952.5,351000.0,0.02461,-16195,-1803.0,-8706.0,-4382,1.0,2,13,0,0,0,0.6767894659368786,0.6206973630882127,0.5460231970049609,9.0,0.0,0.11133065761037357,0.4188350104185209,60000.0,0.188625,0.07900275384019351,1.2243974358974359,1.7671747294013695,759467.1968190854,1.0,3,2,4,5,1,1,7.0,1
1,1,1,0,0,265500.0,521280.0,28408.5,450000.0,0.002042,-13936,-3411.0,-7969.0,-4607,3.0,3,16,0,0,0,0.1253950169807987,0.5573422275262607,0.6738300778602003,0.0,0.0,0.24476176808266362,0.5093232044198895,265500.0,0.107,0.05449758287292818,1.1584,9.345794392523365,4871775.70093458,1.0,2,3,3,1,1,1,2.0,1
1,1,1,1,1,202500.0,675000.0,53460.0,675000.0,0.026392,-11391,-401.0,-199.0,-355,14.0,2,11,0,0,0,0.0654190301243255,0.6294655394356058,0.1929422277169508,2.0,0.0,0.03520323062066544,0.3,67500.0,0.264,0.0792,1.0,1.2626262626262625,852272.7272727272,0.0,2,1,3,4,1,1,7.0,1
1,1,1,1,0,270000.0,450000.0,30573.0,450000.0,0.0145199999999999,-11699,-1166.0,-6111.0,-4003,6.0,2,10,0,0,0,0.0565532835367519,0.5341168849236542,0.2735646775174348,0.0,0.0,0.09966663817420292,0.6,135000.0,0.11323333333333334,0.06794,1.0,4.415660877244628,1987047.3947600825,0.0,2,2,3,2,1,1,0.0,1
1,1,1,0,0,94500.0,534141.0,25978.5,441000.0,0.0145199999999999,-11907,-3344.0,-6036.0,-3371,12.0,2,18,0,0,0,0.4390626902683239,0.2318881971357951,0.5298898341969072,0.0,0.0,0.28084320147812214,0.17691957741495223,47250.0,0.27490476190476193,0.04863603430554853,1.211204081632653,1.8188117096830072,971501.9054217911,1.0,2,3,3,4,1,1,4.0,1
1,1,1,0,2,157500.0,732834.0,46962.0,625500.0,0.020713,-12518,-1135.0,-4229.0,-4690,18.0,3,7,0,0,0,0.5750080309692157,0.5418349367350107,0.3409064264152384,5.0,0.0,0.09066943601214252,0.21491906761967922,39375.0,0.2981714285714286,0.0640827254193992,1.1715971223021582,0.8384438482177079,614440.1590647758,1.0,2,2,3,3,1,1,7.0,1
1,1,1,0,1,202500.0,640080.0,31261.5,450000.0,0.0038179999999999,-10092,-1911.0,-3616.0,-2650,12.0,2,8,1,1,0,0.1292378410427543,0.5933087641503146,0.6446794549585961,0.0,0.0,0.18935790725326992,0.31636670416197976,67500.0,0.15437777777777778,0.04883998875140608,1.4224,2.159205412408234,1382064.2003742622,1.0,2,3,3,0,1,1,1.0,1
1,0,1,1,0,135000.0,251280.0,12978.0,180000.0,0.030755,-15569,-1240.0,-7644.0,-2358,1.0,2,9,0,0,0,0.6159127720534223,0.6289757713754142,0.22009464485041,0.0,0.0,0.07964544929025628,0.5372492836676218,67500.0,0.09613333333333333,0.05164756446991404,1.396,5.201109570041609,1306934.8127600555,1.0,3,2,3,6,1,1,4.0,1
1,0,1,1,0,225000.0,521280.0,31500.0,450000.0,0.002506,-13160,-4257.0,-174.0,-1286,15.0,2,9,0,0,0,0.4706055995580991,0.7768077683988674,0.1110424022694314,0.0,0.0,0.32348024316109425,0.43162983425414364,112500.0,0.14,0.06042817679558011,1.1584,3.5714285714285716,1861714.2857142857,1.0,2,3,3,2,1,1,2.0,1
1,1,1,0,0,112500.0,450000.0,21888.0,450000.0,0.00823,-12529,-416.0,-6620.0,-4242,12.0,2,12,0,1,1,0.6440473554833457,0.4516998740092666,0.0884605646541969,0.0,0.0,0.03320296911166094,0.25,56250.0,0.19456,0.04864,1.0,2.569901315789474,1156455.5921052631,0.0,2,1,3,5,1,1,4.0,1
1,1,1,1,1,157500.0,1024740.0,52452.0,900000.0,0.025164,-10121,-961.0,-304.0,-2187,17.0,2,8,0,1,1,0.2001903925555546,0.6381592878737349,0.324891229465852,0.0,0.0,0.09495109178934888,0.1536975232741964,52500.0,0.33302857142857145,0.05118566660811523,1.1386,1.0009151223976207,1025677.7625257379,1.0,2,1,3,4,1,1,3.0,1
1,1,1,1,0,112500.0,592560.0,31153.5,450000.0,0.020713,-11312,-499.0,-1477.0,-2162,20.0,3,8,0,0,0,0.0888284364981392,0.2665026764307651,0.7136313997323308,2.0,2.0,0.04411244695898161,0.18985419198055892,56250.0,0.27692,0.05257442284325638,1.3168,1.8055756175068611,1069911.8879098657,1.0,2,1,3,2,1,1,0.0,1
1,1,1,0,0,126000.0,254700.0,20250.0,225000.0,0.02461,-12780,-1656.0,-5349.0,-4020,6.0,2,13,0,0,0,0.1422673894148112,0.5208514566730579,0.5352762504724826,0.0,0.0,0.1295774647887324,0.49469964664310956,126000.0,0.16071428571428573,0.07950530035335689,1.132,6.222222222222222,1584800.0,1.0,2,2,3,3,1,1,3.0,1
1,0,1,0,1,360000.0,790830.0,62613.0,675000.0,0.072508,-10930,-3255.0,-5582.0,-810,5.0,1,17,0,0,0,0.5545784079268941,0.5958969102613534,0.056860739515615,0.0,0.0,0.297804208600183,0.4552179355866621,180000.0,0.173925,0.0791737794469102,1.1716,2.874802357337933,2273479.9482535576,1.0,2,3,4,1,1,1,1.0,1
0,1,1,1,0,225000.0,202500.0,10125.0,202500.0,0.00733,-10181,-1502.0,-10181.0,-2840,8.0,2,15,0,0,0,0.3541098026984276,0.4501892931304269,0.2176285202779586,0.0,0.0,0.14752971220901678,1.1111111111111112,225000.0,0.045,0.05,1.0,22.22222222222222,4500000.0,0.0,2,2,3,0,1,1,0.0,1
1,1,1,1,0,135000.0,119893.5,14355.0,103500.0,0.020713,-9408,-1339.0,-2883.0,-2087,15.0,3,14,0,0,0,0.7352484915380008,0.2938832026667826,0.3979463219016906,0.0,0.0,0.14232568027210885,1.1259993244004054,135000.0,0.10633333333333334,0.11973126149457644,1.158391304347826,9.404388714733543,1127525.078369906,1.0,1,2,4,1,1,1,5.0,1
1,0,1,1,1,247500.0,557005.5,33786.0,423000.0,0.0228,-16877,-121.0,-4.0,-377,15.0,2,15,0,0,0,0.6773267739421893,0.4003211274802157,0.2225807646753351,3.0,0.0,0.007169520649404515,0.4443403162087268,82500.0,0.1365090909090909,0.060656492619911295,1.3167978723404254,2.441839815308116,1360118.2072456046,1.0,3,1,3,2,1,1,1.0,1
1,0,1,1,0,166500.0,450000.0,23562.0,450000.0,0.020246,-10010,-210.0,-803.0,-2468,10.0,3,9,0,0,0,0.2737663522859173,0.3573121030994539,0.3825018041447388,0.0,0.0,0.02097902097902098,0.37,83250.0,0.14151351351351352,0.05236,1.0,3.533231474407945,1589954.1634835755,0.0,2,1,3,5,1,1,3.0,1
1,1,1,0,0,202500.0,337500.0,16546.5,337500.0,0.0145199999999999,-10343,-909.0,-730.0,-2857,23.0,2,12,0,0,0,0.0244174740842002,0.5437560378134573,0.3154721549257734,7.0,3.0,0.08788552644300493,0.6,202500.0,0.08171111111111111,0.04902666666666667,1.0,12.238237693772097,4130405.2216480826,0.0,2,1,3,0,1,1,6.0,1
1,0,1,0,1,180000.0,450000.0,32746.5,450000.0,0.04622,-13758,-1381.0,-6254.0,-4196,5.0,1,9,0,1,1,0.2220043918035346,0.5033421069671912,0.3825018041447388,0.0,0.0,0.10037796191306876,0.4,60000.0,0.181925,0.07277,1.0,1.8322568824149146,824515.5970867116,0.0,2,2,4,1,1,1,1.0,1
1,1,1,1,0,180000.0,261648.0,17163.0,207000.0,0.0116569999999999,-16581,-617.0,-5458.0,-130,6.0,1,12,0,0,0,0.6574103403805108,0.6793787908746195,0.2837118826350007,2.0,0.0,0.03721126590676075,0.6879471656576774,90000.0,0.09535,0.06559576224545954,1.264,5.243838489774515,1372039.8531725225,1.0,3,1,3,5,1,1,5.0,1
1,0,1,1,2,157500.0,521280.0,31630.5,450000.0,0.020246,-10775,-1031.0,-2341.0,-1068,25.0,3,13,0,1,1,0.4660209439139109,0.0612257574664644,0.4956658291397297,2.0,1.0,0.09568445475638052,0.30214088397790057,39375.0,0.20082857142857144,0.06067852209944751,1.1584,1.2448427941385687,648911.6517285531,1.0,2,1,3,0,1,1,1.0,1
1,1,1,1,2,157500.0,592560.0,31153.5,450000.0,0.020713,-11666,-1172.0,-77.0,-3823,17.0,3,8,0,1,1,0.2457983707725399,0.2889029327208124,0.4311917977993083,0.0,0.0,0.10046288359334819,0.2657958687727825,39375.0,0.1978,0.05257442284325638,1.3168,1.2639029322548028,748938.321536906,1.0,2,2,3,1,1,1,2.0,1
1,1,1,0,1,180000.0,1493086.5,48523.5,1363500.0,0.022625,-13746,-818.0,-3556.0,-3913,6.0,2,14,0,0,0,0.593422057209554,0.639708038213253,0.2940831009471255,0.0,0.0,0.05950822057325768,0.12055564094913455,60000.0,0.269575,0.03249878690886295,1.095039603960396,1.2365142662833473,1846222.7580450708,1.0,2,1,3,1,1,1,0.0,1
1,0,1,0,0,225000.0,448056.0,21015.0,315000.0,0.022625,-17584,-2945.0,-1300.0,-586,13.0,2,14,0,0,0,0.6758954970478402,0.096291781972542,0.0817255924524642,0.0,0.0,0.1674818016378526,0.5021693716856821,112500.0,0.0934,0.04690261931544271,1.4224,5.353319057815845,2398586.7237687367,1.0,3,3,4,4,1,1,3.0,1
1,1,1,1,0,225000.0,675000.0,41427.0,675000.0,0.015221,-13517,-2742.0,-7389.0,-4340,4.0,2,8,0,0,0,0.469493615967058,0.1216743896997083,0.0764735191854844,3.0,0.0,0.20285566323888438,0.3333333333333333,112500.0,0.18412,0.061373333333333335,1.0,2.7156202476645666,1833043.6671735824,0.0,2,3,3,6,1,1,6.0,1
1,1,1,0,1,463500.0,1125000.0,32895.0,1125000.0,0.0116569999999999,-13387,-1126.0,-4110.0,-4109,6.0,1,12,1,1,0,0.3532732506550503,0.3172425398350224,0.6642482627052363,0.0,0.0,0.08411145140808247,0.412,154500.0,0.07097087378640776,0.02924,1.0,4.696762425900593,5283857.729138168,0.0,2,2,4,6,1,1,0.0,1
1,0,1,0,0,130500.0,776304.0,22378.5,648000.0,0.020246,-10586,-503.0,-2047.0,-1851,24.0,3,9,0,1,1,0.1877043375364236,0.1919291268490098,0.3233112448967859,1.0,1.0,0.04751558662384281,0.16810424782044148,65250.0,0.17148275862068965,0.02882698015210536,1.198,2.9157450231248743,2263504.5244319323,1.0,2,1,3,1,2,1,3.0,1
1,1,1,1,2,225000.0,94230.0,6502.5,67500.0,0.018801,-11916,-487.0,-5646.0,-3671,14.0,2,15,0,0,0,0.1878917498560084,0.7154871765950915,0.1704461230452281,5.0,0.0,0.04086941926821081,2.387774594078319,56250.0,0.0289,0.06900668576886342,1.396,8.650519031141869,815138.4083044983,1.0,2,1,3,1,1,1,3.0,1
1,1,1,0,1,157500.0,202500.0,9567.0,202500.0,0.018209,-16384,-1338.0,-1714.0,-4435,14.0,3,12,0,0,0,0.2676203730013308,0.6919100864624645,0.1830351672178103,1.0,0.0,0.0816650390625,0.7777777777777778,78750.0,0.06074285714285714,0.04724444444444444,1.0,8.231420507996237,1666862.652869238,0.0,3,2,3,5,1,1,7.0,1
1,0,1,1,3,247500.0,1019299.5,43317.0,837000.0,0.00823,-12565,-4986.0,-6615.0,-4008,11.0,2,14,0,1,1,0.4983387875413826,0.5290911432906958,0.5226973172821112,6.0,0.0,0.396816553919618,0.2428138147816221,49500.0,0.17501818181818182,0.042496832383416255,1.2178010752688173,1.1427384167878663,1164792.6968626636,1.0,2,3,3,6,1,1,4.0,1
1,1,1,1,0,157500.0,238500.0,15241.5,238500.0,0.028663,-8775,-1053.0,-194.0,-1372,65.0,2,9,0,0,0,0.6216281796231007,0.4941252411323109,0.1393757800997895,0.0,0.0,0.12,0.660377358490566,157500.0,0.09677142857142858,0.0639056603773585,1.0,10.333628579864186,2464570.4162976085,0.0,1,1,3,3,1,1,0.0,1
1,0,1,0,2,126000.0,432661.5,22653.0,373500.0,0.031329,-12054,-539.0,-6013.0,-3931,1.0,2,9,0,0,0,0.3184963543262256,0.68898433201911,0.5673792367572691,4.0,1.0,0.044715447154471545,0.29122073491632605,31500.0,0.1797857142857143,0.05235732784174233,1.1583975903614459,1.3905442987683752,601634.9821215733,1.0,2,1,3,6,1,1,2.0,1
1,1,1,0,0,261000.0,1113840.0,43713.0,900000.0,0.035792,-13267,-1176.0,-1766.0,-4109,6.0,2,14,0,0,0,0.3344478885105852,0.602278218777896,0.3656165070113335,1.0,0.0,0.08864098891987639,0.23432449903038138,130500.0,0.16748275862068965,0.03924531351001939,1.2376,2.9853819229977354,3325237.8011117973,1.0,2,2,4,1,2,1,0.0,1
1,0,1,1,0,112500.0,720000.0,28030.5,720000.0,0.015221,-11868,-779.0,-96.0,-3556,17.0,2,15,0,0,0,0.3363611437381008,0.6051921979348719,0.1221797440301585,1.0,1.0,0.0656386922817661,0.15625,56250.0,0.24916,0.03893125,1.0,2.0067426553218817,1444854.7118317548,0.0,2,1,3,4,1,1,7.0,1
1,0,1,1,0,135000.0,405000.0,31995.0,405000.0,0.028663,-11048,-466.0,-4161.0,-3621,7.0,2,11,0,1,1,0.2875539137782434,0.4132857635402992,0.266456808245056,0.0,0.0,0.04217958001448226,0.3333333333333333,135000.0,0.237,0.079,1.0,4.219409282700422,1708860.759493671,0.0,2,1,3,2,1,1,1.0,1
1,1,1,0,2,157500.0,497520.0,36202.5,450000.0,0.020246,-10785,-463.0,-2733.0,-2733,18.0,3,10,0,0,0,0.1869467204459701,0.2355971920996109,0.3201633668633456,2.0,1.0,0.042929995363931384,0.31657018813314036,39375.0,0.22985714285714287,0.07276591895803183,1.1056,1.0876320696084525,541118.7072715973,1.0,2,1,4,4,1,1,3.0,1
1,1,1,1,2,180000.0,270000.0,13783.5,270000.0,0.02461,-13896,-3525.0,-1497.0,-5169,18.0,2,10,0,0,0,0.4104899786219792,0.7229761779828086,0.807273923277881,0.0,0.0,0.25367012089810015,0.6666666666666666,45000.0,0.076575,0.05105,1.0,3.26477309826967,881488.736532811,0.0,2,3,4,4,1,1,1.0,1
1,1,1,0,0,405000.0,1133748.0,32490.0,990000.0,0.072508,-10579,-1982.0,-4837.0,-3022,17.0,1,16,0,0,0,0.3890478007125206,0.5295433355921548,0.0542129844258891,0.0,0.0,0.18735230172984213,0.35722223986282664,202500.0,0.08022222222222222,0.02865716190899565,1.1452,6.232686980609419,7066296.398891967,1.0,2,3,4,3,2,1,2.0,1
